customerid,recency,total_orders,total_revenue,avg_order_value,total_quantity,avg_quantity_per_order,unique_products,active_months,purchase_frequency,customer_tenure_days,avg_days_between,median_days_between,spending_trend,cancellation_count,cancellation_rate,cancelled_revenue,country_encoded,future_6_month_revenue,future_6_month_orders
13892,66,2,29.680000000000003,14.840000000000002,50,25.0,3,2,0.18448484848484847,330,329.0,329.0,0.35555555555555574,0.0,0.0,0.0,United Kingdom,419.45,3
13894,129,1,160.85,160.85,105,105.0,10,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,314.70000000000005,2
13895,335,2,1165.25,582.625,683,341.5,59,2,0.275475113122172,221,221.0,221.0,-0.4057326583663976,0.0,0.0,0.0,United Kingdom,2320.37,4
13897,257,2,821.72,410.86,524,262.0,40,2,0.2547280334728034,239,239.0,239.0,-0.1933469648000352,0.0,0.0,0.0,United Kingdom,311.16,1
13899,94,1,247.5,247.5,118,118.0,14,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,90.02,1
13901,75,12,2893.94,241.16166666666666,1559,129.91666666666666,161,9,0.8153571428571429,448,55.875,52.5,-0.5716822189113802,0.0,0.0,0.0,United Kingdom,2110.89,3
13904,114,1,201.12,201.12,223,223.0,17,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,131.52,1
13908,34,2,740.31,370.155,509,254.5,47,2,0.9819354838709677,62,62.0,62.0,-0.17297630799605127,0.0,0.0,0.0,United Kingdom,1372.84,2
13911,16,17,2738.07,161.0629411764706,1897,111.58823529411765,144,10,1.1448672566371683,452,30.066666666666666,26.0,0.4143321958574717,0.0,0.0,0.0,United Kingdom,545.41,2
13917,10,1,65.38,65.38,38,38.0,5,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,206.66,1
13918,72,1,198.2,198.2,100,100.0,8,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,386.8,1
13919,244,2,863.55,431.775,559,279.5,42,2,0.5203418803418803,117,116.0,116.0,-0.403641741380904,0.0,0.0,0.0,Other,331.86,2
13927,256,1,318.95,318.95,153,153.0,18,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,348.99,1
13929,145,9,2124.58,236.06444444444443,782,86.88888888888889,35,8,0.742439024390244,369,52.57142857142857,52.0,-0.16200083050730144,0.0,0.0,0.0,United Kingdom,429.79999999999995,1
13931,100,10,4233.75,423.375,2349,234.9,174,6,0.6675438596491229,456,76.0,71.5,0.10586134516478812,0.0,0.0,0.0,United Kingdom,832.92,1
13936,202,2,538.13,269.065,330,165.0,30,2,1.9024999999999999,32,32.0,32.0,-0.5958040863189208,0.0,0.0,0.0,United Kingdom,376.58,1
13937,221,1,698.45,698.45,415,415.0,43,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,158.85,1
13939,131,5,1176.91,235.382,963,192.6,62,4,0.5056478405315615,301,75.25,84.0,0.6058009520646518,0.0,0.0,0.0,United Kingdom,316.78999999999996,2
13941,117,10,2338.32,233.83200000000002,744,74.4,21,9,0.7145539906103286,426,47.333333333333336,32.0,0.15720137274438178,0.0,0.0,0.0,United Kingdom,770.44,3
13946,21,5,829.7500000000001,165.95000000000002,341,68.2,41,5,0.28448598130841124,535,133.5,105.0,-0.203809936140275,0.0,0.0,0.0,United Kingdom,10.08,1
13950,66,1,77.61,77.61,75,75.0,5,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,538.0,3
13951,55,2,490.55,245.275,313,156.5,31,2,1.0496551724137932,58,58.0,58.0,0.6224206137068321,0.0,0.0,0.0,United Kingdom,84.6,1
13955,125,2,355.05,177.525,176,88.0,61,2,0.8697142857142857,70,70.0,70.0,-0.2331425727792983,0.0,0.0,0.0,United Kingdom,105.11,1
13956,62,2,290.32,145.16,132,66.0,49,2,2.0993103448275865,29,28.0,28.0,0.45992204711065937,0.0,0.0,0.0,United Kingdom,660.75,3
13959,100,5,808.17,161.634,537,107.4,75,5,0.658874458874459,231,57.5,59.0,0.010148181409968527,0.0,0.0,0.0,United Kingdom,256.6,1
13962,65,2,261.2,130.6,100,50.0,16,2,0.3187434554973822,191,190.0,190.0,-0.5529085872576177,0.0,0.0,0.0,United Kingdom,39.2,1
13967,215,1,85.6,85.6,24,24.0,4,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,80.7,1
13969,2,24,5683.37,236.80708333333334,3178,132.41666666666666,326,15,1.6528506787330317,442,21.0,14.0,-0.019207176813372227,0.0,0.0,0.0,United Kingdom,5363.99,11
13971,33,9,2666.64,296.2933333333333,1735,192.77777777777777,122,9,0.584136460554371,469,58.5,54.5,-0.2022974867867545,0.0,0.0,0.0,United Kingdom,1729.02,5
13972,21,1,145.9,145.9,42,42.0,9,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,44.349999999999994,1
13974,401,1,264.13,264.13,107,107.0,15,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,413.59000000000003,1
13975,35,8,3721.3,465.1625,2677,334.625,344,7,0.5293913043478261,460,65.71428571428571,61.0,0.7066362155242641,0.0,0.0,0.0,United Kingdom,1444.23,4
13979,212,6,2426.2400000000002,404.3733333333334,1526,254.33333333333334,304,4,0.5309302325581395,344,85.75,78.5,-0.020914563518606304,0.0,0.0,0.0,United Kingdom,869.87,1
13980,258,4,524.03,131.0075,288,72.0,44,4,0.5611059907834102,217,72.33333333333333,79.0,0.42718851320055595,0.0,0.0,0.0,United Kingdom,156.58,1
13982,145,7,2568.08,366.86857142857144,1674,239.14285714285714,93,7,0.5886187845303867,362,60.333333333333336,38.0,-0.3297035316779158,0.0,0.0,0.0,United Kingdom,954.09,2
13983,6,15,4243.88,282.92533333333336,2691,179.4,205,12,0.8393382352941177,544,45.25,42.5,-0.5189754777835098,0.0,0.0,0.0,United Kingdom,503.49,3
13984,144,9,1070.84,118.98222222222222,707,78.55555555555556,50,7,0.6714705882352942,408,58.142857142857146,41.0,1.8774667777093812,0.0,0.0,0.0,United Kingdom,109.68,2
13985,3,10,4047.63,404.76300000000003,1985,198.5,89,8,0.6289256198347107,484,53.77777777777778,30.0,0.8807886247315594,0.0,0.0,0.0,United Kingdom,5894.83,12
13988,20,4,1744.77,436.1925,1053,263.25,106,4,0.28649411764705884,425,141.66666666666666,129.0,3.6246615087040617,0.0,0.0,0.0,United Kingdom,2526.13,4
13989,58,4,909.91,227.4775,717,179.25,42,4,0.3746461538461539,325,108.0,76.0,-0.6428571428571429,0.0,0.0,0.0,United Kingdom,289.65999999999997,1
13992,199,2,142.7,71.35,90,45.0,5,2,0.7334939759036144,83,83.0,83.0,-0.11989459815546782,0.0,0.0,0.0,United Kingdom,76.8,1
13993,25,14,4335.22,309.65857142857146,1611,115.07142857142857,96,12,0.8010526315789473,532,44.25,45.0,0.13868429491132442,0.0,0.0,0.0,United Kingdom,1539.74,4
13995,65,10,2757.03,275.70300000000003,1565,156.5,114,9,0.6394957983193278,476,52.888888888888886,45.0,-0.12531492876883837,0.0,0.0,0.0,United Kingdom,1083.24,4
13999,33,21,6720.37,320.01761904761906,3575,170.23809523809524,145,15,1.2269481765834935,521,26.0,21.0,-0.40496285571879526,0.0,0.0,0.0,United Kingdom,2654.9900000000002,8
14001,52,8,2652.31,331.53875,989,123.625,47,6,0.9330268199233717,261,43.5,25.0,-0.8136514328100638,0.0,0.0,0.0,United Kingdom,350.44,1
14004,108,5,2009.75,401.95,987,197.4,63,3,1.0353741496598639,147,73.5,73.5,-0.5811359384376433,0.0,0.0,0.0,United Kingdom,2952.56,6
14005,35,1,161.66,161.66,238,238.0,13,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,1399.24,4
14006,60,6,859.8,143.29999999999998,660,110.0,42,6,0.44330097087378645,412,82.2,56.0,-0.31840406806180327,0.0,0.0,0.0,United Kingdom,155.1,1
14013,95,3,679.05,226.35,399,133.0,33,3,0.26241379310344826,348,174.0,174.0,2.566577000672495,0.0,0.0,0.0,United Kingdom,317.08,2
14014,195,2,1275.69,637.845,490,245.0,32,2,0.3028855721393035,201,200.0,200.0,5.861527084488814,0.0,0.0,0.0,United Kingdom,346.54,1
14016,27,10,8694.69,869.469,3980,398.0,301,10,0.6174442190669372,493,54.77777777777778,48.0,-0.3803100526813857,0.0,0.0,0.0,Other,815.36,1
14020,295,2,567.96,283.98,204,102.0,28,2,1.148679245283019,53,53.0,53.0,-0.05446511149933215,0.0,0.0,0.0,United Kingdom,642.8,2
14021,30,6,1357.51,226.25166666666667,729,121.5,75,6,0.4781151832460733,382,76.2,51.0,-0.4517626395684357,0.0,0.0,0.0,United Kingdom,130.2,1
14023,69,1,273.14,273.14,162,162.0,16,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,310.93,1
14024,210,1,292.54,292.54,86,86.0,17,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,314.95,2
14030,62,17,5488.88,322.87529411764706,3178,186.94117647058823,495,9,1.0647736625514403,486,40.5,22.0,-0.06240402706833793,0.0,0.0,0.0,United Kingdom,898.57,3
14031,15,35,19927.03,569.3437142857142,5171,147.74285714285713,232,17,1.969316081330869,541,17.419354838709676,14.0,-0.3280617056480167,0.0,0.0,0.0,United Kingdom,4869.02,6
14032,25,10,2876.47,287.647,1885,188.5,65,8,0.5853846153846154,520,57.666666666666664,35.0,0.6674734548152269,0.0,0.0,0.0,United Kingdom,1025.54,6
14035,87,6,1811.2,301.8666666666667,895,149.16666666666666,46,6,0.5293913043478261,345,69.0,43.0,0.6786559394226216,0.0,0.0,0.0,United Kingdom,631.3199999999999,3
14037,184,5,765.07,153.014,482,96.4,93,5,0.41246612466124666,369,92.0,81.0,-0.45234049439656915,0.0,0.0,0.0,United Kingdom,35.400000000000006,1
14038,26,3,2225.82,741.94,1244,414.6666666666667,87,3,0.1955460385438972,467,233.0,233.0,1.1592080051096443,0.0,0.0,0.0,United Kingdom,844.0600000000001,2
14039,395,1,38.76,38.76,28,28.0,3,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,82.6,1
14040,2,29,10032.08,345.9337931034483,3904,134.6206896551724,298,16,1.5876978417266188,556,21.346153846153847,17.5,-0.3951629472365988,0.0,0.0,0.0,United Kingdom,1512.5,6
14044,129,7,2344.86,334.98,1227,175.28571428571428,457,6,0.5682133333333333,375,75.0,70.0,0.8245880312228966,0.0,0.0,0.0,United Kingdom,448.28,3
14047,19,12,3257.5,271.4583333333333,1226,102.16666666666667,87,9,0.7641841004184101,478,53.0,36.0,-0.07865851141008458,0.0,0.0,0.0,United Kingdom,672.69,2
14049,20,11,9104.6,827.6909090909091,5521,501.90909090909093,445,8,0.8029736211031175,417,59.57142857142857,54.0,-0.28742760513361676,0.0,0.0,0.0,United Kingdom,2367.21,2
14051,32,25,11001.79,440.07160000000005,2925,117.0,70,14,1.452290076335878,524,23.772727272727273,19.0,1.1078151659303286,0.0,0.0,0.0,United Kingdom,7942.110000000001,12
14052,210,1,198.85,198.85,82,82.0,62,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,225.36,1
14053,216,2,68.25,34.125,45,22.5,2,2,0.6764444444444445,90,89.0,89.0,0.06818181818181818,0.0,0.0,0.0,United Kingdom,41.75,1
14055,397,2,395.75,197.875,153,76.5,15,2,0.41698630136986303,146,146.0,146.0,3.9962121212121215,0.0,0.0,0.0,United Kingdom,217.14,1
14056,3,11,3641.08,331.0072727272727,2041,185.54545454545453,237,5,3.3152475247524755,101,10.0,8.0,0.2066840404738797,0.0,0.0,0.0,United Kingdom,4397.38,12
14057,18,13,3946.66,303.58923076923077,2912,224.0,188,10,0.7355390334572491,538,53.7,51.5,0.3283030889397551,0.0,0.0,0.0,United Kingdom,2633.03,8
14060,3,21,3648.88,173.75619047619048,2827,134.61904761904762,61,13,1.401842105263158,456,23.94736842105263,21.0,0.504000768586761,0.0,0.0,0.0,United Kingdom,1961.6000000000001,8
14062,58,16,8660.050000000001,541.2531250000001,2908,181.75,131,11,0.9919348268839104,491,35.0,31.0,0.3800306487503567,0.0,0.0,0.0,United Kingdom,920.94,4
14064,31,13,1988.12,152.9323076923077,1553,119.46153846153847,99,10,0.8313445378151261,476,43.27272727272727,26.0,-0.5189194658033185,0.0,0.0,0.0,United Kingdom,464.1,2
14071,79,2,356.81,178.405,295,147.5,22,1,12.176,5,4.0,4.0,0.0,0.0,0.0,0.0,United Kingdom,836.24,6
14075,80,3,961.78,320.5933333333333,836,278.6666666666667,44,3,0.4348571428571429,210,104.5,104.5,-0.5290735019728994,0.0,0.0,0.0,United Kingdom,507.62,2
14077,1,4,426.06,106.515,256,64.0,41,4,0.5716431924882629,213,71.0,49.0,1.683728168770534,0.0,0.0,0.0,United Kingdom,103.1,2
14078,3,8,1277.1599999999999,159.64499999999998,508,63.5,94,8,0.5572540045766591,437,62.42857142857143,58.0,0.6901737756714059,0.0,0.0,0.0,United Kingdom,221.46,1
14080,232,4,576.48,144.12,200,50.0,57,3,0.37580246913580245,324,108.0,102.0,-0.011109194410902041,0.0,0.0,0.0,United Kingdom,45.599999999999994,1
14083,18,6,521.88,86.98,297,49.5,95,4,0.34921606118546844,523,130.5,147.5,4.581914491108589,0.0,0.0,0.0,United Kingdom,528.96,4
14085,17,24,7494.56,312.27333333333337,4315,179.79166666666666,415,13,1.3680898876404495,534,24.227272727272727,17.5,0.18662854308596769,0.0,0.0,0.0,United Kingdom,1498.55,8
14087,224,2,591.35,295.675,465,232.5,124,2,0.18392749244712991,331,331.0,331.0,0.5116802582398909,0.0,0.0,0.0,United Kingdom,191.47,1
14088,9,6,19475.68,3245.9466666666667,3847,641.1666666666666,190,3,0.7906493506493507,231,77.0,84.0,-0.5842942471652345,0.0,0.0,0.0,United Kingdom,24017.37,10
14092,15,16,4880.6900000000005,305.04312500000003,2387,149.1875,133,14,0.9241745730550285,527,35.13333333333333,33.0,0.5271788658299155,0.0,0.0,0.0,United Kingdom,2279.44,8
14099,37,14,3845.7400000000002,274.6957142857143,2365,168.92857142857142,220,12,0.8323437499999999,512,39.30769230769231,41.0,0.3165992000385522,0.0,0.0,0.0,United Kingdom,1550.3600000000001,6
14101,17,8,1124.61,140.57625,638,79.75,12,7,0.5743396226415095,424,60.57142857142857,53.0,-0.9284816414248931,0.0,0.0,0.0,United Kingdom,285.6,2
14104,208,3,483.52,161.17333333333332,375,125.0,98,3,0.5340350877192983,171,85.5,85.5,-0.6850149578460702,0.0,0.0,0.0,United Kingdom,77.36,1
14107,39,8,3403.96,425.495,2287,285.875,80,8,0.4774901960784314,510,72.85714285714286,67.0,0.271305415432247,0.0,0.0,0.0,United Kingdom,1165.21,3
14108,550,2,406.25,203.125,231,115.5,17,1,8.697142857142858,7,7.0,7.0,0.0,0.0,0.0,0.0,United Kingdom,581.26,2
14110,39,23,6798.96,295.6069565217391,3034,131.91304347826087,146,11,1.3489788053949905,519,24.666666666666668,16.0,-0.6894505837655917,0.0,0.0,0.0,United Kingdom,1784.19,8
14111,61,1,15.0,15.0,4,4.0,1,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,201.29999999999998,2
14112,23,9,3952.7400000000002,439.1933333333334,2402,266.8888888888889,157,6,0.607450110864745,451,75.16666666666667,77.5,-0.6401934747010499,0.0,0.0,0.0,United Kingdom,1762.65,4
14113,174,10,2827.75,282.775,1406,140.6,51,8,0.8052910052910053,378,41.888888888888886,35.0,-0.5372471122560354,0.0,0.0,0.0,United Kingdom,593.52,3
14126,263,1,466.33000000000004,466.33000000000004,379,379.0,28,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,183.4,1
14127,76,5,1585.7,317.14,702,140.4,86,4,0.8952941176470588,170,42.25,41.0,-0.6010216415079358,0.0,0.0,0.0,United Kingdom,257.48,1
14128,75,2,592.25,296.125,519,259.5,34,2,0.20567567567567568,296,296.0,296.0,0.06567611872623916,0.0,0.0,0.0,United Kingdom,319.46,1
14129,80,5,1786.06,357.212,890,178.0,35,5,0.47711598746081507,319,79.75,72.0,-0.13310337618898277,0.0,0.0,0.0,United Kingdom,764.96,4
14132,3,1,306.86,306.86,388,388.0,24,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2937.37,10
14133,135,2,501.65,250.825,199,99.5,21,2,0.14564593301435408,418,418.0,418.0,0.2843806921675775,0.0,0.0,0.0,United Kingdom,287.64,2
14135,5,17,2257.41,132.78882352941176,1680,98.82352941176471,86,10,0.937463768115942,552,36.733333333333334,16.0,2.823962546157904,0.0,0.0,0.0,United Kingdom,1472.0900000000001,6
14139,309,3,670.98,223.66,539,179.66666666666666,29,3,1.7230188679245284,53,26.0,26.0,-0.4769981412639406,0.0,0.0,0.0,United Kingdom,316.8,1
14146,74,9,6116.26,679.5844444444444,3391,376.77777777777777,232,7,0.6212244897959184,441,73.5,51.5,2.437184872425476,0.0,0.0,0.0,United Kingdom,2274.52,3
14147,105,7,875.6,125.08571428571429,331,47.285714285714285,18,5,0.6002253521126761,355,88.75,82.5,2.4627930682976564,0.0,0.0,0.0,United Kingdom,300.6,1
14150,179,1,306.18,306.18,262,262.0,12,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,352.46000000000004,1
14152,53,6,1587.24,264.54,1346,224.33333333333334,88,5,0.4287323943661972,426,106.25,105.0,0.2653234799372509,0.0,0.0,0.0,United Kingdom,288.06,1
14156,5,92,60224.1,654.6097826086956,24590,267.2826086956522,1095,19,5.064159132007234,553,7.1688311688311686,5.0,-0.19748972583105528,0.0,0.0,0.0,Other,15734.29,29
14157,104,4,822.98,205.745,436,109.0,68,4,0.33728531855955685,361,120.33333333333333,104.0,3.384232908079818,0.0,0.0,0.0,United Kingdom,135.55,1
14159,6,12,3947.28,328.94,2886,240.5,479,10,0.6641454545454546,550,54.9,52.0,-0.08841946216094479,0.0,0.0,0.0,United Kingdom,3500.7799999999997,8
14162,112,1,111.38,111.38,60,60.0,11,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,111.68,1
14163,18,3,778.5,259.5,242,80.66666666666667,25,3,0.34722433460076046,263,131.5,131.5,3.2350211821666326,0.0,0.0,0.0,United Kingdom,815.62,2
14167,82,6,970.7,161.78333333333333,265,44.166666666666664,41,6,0.43693779904306224,418,83.6,74.0,-0.10890317553087857,0.0,0.0,0.0,United Kingdom,303.59,2
14171,549,1,135.0,135.0,44,44.0,6,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,338.29,1
14173,38,3,232.25,77.41666666666667,83,27.666666666666668,12,3,0.178359375,512,255.5,255.5,-0.2816661734240899,0.0,0.0,0.0,United Kingdom,311.8,3
14175,149,6,4284.43,714.0716666666667,1557,259.5,128,6,0.6108361204013378,299,59.6,56.0,-0.10094898696417255,0.0,0.0,0.0,United Kingdom,2542.97,2
14177,200,8,1306.48,163.31,678,84.75,108,4,0.8985977859778599,271,67.5,47.5,0.49900535577658794,0.0,0.0,0.0,United Kingdom,511.46000000000004,4
14178,1,1,197.37,197.37,161,161.0,28,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,1356.81,6
14180,4,24,2874.0,119.75,536,22.333333333333332,82,12,2.0125619834710746,363,16.5,15.0,2.0633497740187168,0.0,0.0,0.0,United Kingdom,818.8,9
14188,34,2,760.9,380.45,413,206.5,17,2,0.6341666666666667,96,96.0,96.0,-0.0881909547738694,0.0,0.0,0.0,United Kingdom,1293.46,4
14189,20,9,2619.15,291.01666666666665,1791,199.0,112,7,1.4495238095238097,189,26.857142857142858,30.0,-0.3360967710683293,0.0,0.0,0.0,United Kingdom,2369.07,7
14191,4,5,919.6,183.92000000000002,469,93.8,30,4,0.2797794117647059,544,136.0,97.5,55.83647798742139,0.0,0.0,0.0,United Kingdom,3710.86,10
14193,89,2,779.34,389.67,458,229.0,39,2,0.47937007874015747,127,127.0,127.0,0.18424887892376668,0.0,0.0,0.0,United Kingdom,430.85,1
14194,16,21,10104.82,481.1819047619048,5440,259.04761904761904,331,12,1.2633201581027669,506,38.92307692307692,38.0,0.04749465790607702,0.0,0.0,0.0,United Kingdom,7178.04,14
14198,58,6,891.63,148.605,381,63.5,36,6,0.3927741935483871,465,92.8,77.0,-0.2466521149194737,0.0,0.0,0.0,United Kingdom,444.6,3
14201,5,7,838.96,119.85142857142857,422,60.285714285714285,31,7,0.5287344913151365,403,67.0,39.5,-0.1193454382425466,0.0,0.0,0.0,United Kingdom,287.86,3
14204,241,3,746.72,248.90666666666667,387,129.0,155,3,0.2889873417721519,316,157.5,157.5,0.7731273443012588,0.0,0.0,0.0,United Kingdom,138.11,1
14205,83,8,2002.13,250.26625,1159,144.875,67,7,0.6425329815303431,379,63.0,57.5,-0.09415354131249788,0.0,0.0,0.0,United Kingdom,243.8,1
14208,370,1,347.15,347.15,223,223.0,21,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,151.74,1
14209,33,12,3639.48,303.29,1314,109.5,112,11,0.772262156448203,473,43.0,46.0,0.1949174917491749,0.0,0.0,0.0,United Kingdom,876.6,3
14210,16,15,5124.77,341.65133333333335,2289,152.6,137,13,0.9023715415019763,506,38.84615384615385,34.0,-0.5003809559791198,0.0,0.0,0.0,United Kingdom,255.19,1
14211,27,14,2932.18,209.44142857142856,1728,123.42857142857143,114,9,0.8148374760994264,523,47.54545454545455,42.0,-0.14420161897709496,0.0,0.0,0.0,United Kingdom,1183.71,4
14214,97,1,579.25,579.25,309,309.0,35,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,365.73,4
14215,6,7,2291.83,327.4042857142857,1397,199.57142857142858,123,6,0.3902564102564103,546,90.83333333333333,73.0,-0.1200022968516727,0.0,0.0,0.0,United Kingdom,654.49,2
14216,233,1,285.24,285.24,116,116.0,17,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,1647.3,4
14217,4,14,1907.21,136.2292857142857,783,55.92857142857143,87,11,1.2424489795918368,343,26.384615384615383,22.0,-0.2281849870377023,0.0,0.0,0.0,United Kingdom,913.73,9
14219,229,2,488.49,244.245,281,140.5,29,2,0.7247619047619048,84,84.0,84.0,-0.7242027736425605,0.0,0.0,0.0,United Kingdom,89.94,1
14221,9,12,4466.82,372.23499999999996,2444,203.66666666666666,109,9,0.8635460992907801,423,46.888888888888886,29.0,-0.4763668737144788,0.0,0.0,0.0,United Kingdom,1495.46,5
14223,83,1,279.4,279.4,128,128.0,17,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,626.11,2
14224,34,7,988.43,141.2042857142857,509,72.71428571428571,155,6,0.6456969696969697,330,54.833333333333336,49.0,-0.30930674101568517,0.0,0.0,0.0,United Kingdom,370.91,2
14226,29,3,1515.74,505.24666666666667,841,280.3333333333333,57,3,0.39532467532467536,231,115.5,115.5,0.39136059573393905,0.0,0.0,0.0,United Kingdom,488.89000000000004,2
14227,15,12,5205.45,433.78749999999997,3163,263.5833333333333,227,7,0.7706329113924051,474,67.57142857142857,39.0,0.15411895667719142,0.0,0.0,0.0,United Kingdom,951.44,3
14229,111,6,1300.47,216.745,509,84.83333333333333,35,5,1.0146666666666666,180,45.0,38.5,0.4836617610376652,0.0,0.0,0.0,United Kingdom,593.0699999999999,1
14232,6,2,894.5,447.25,640,320.0,49,2,0.7805128205128206,78,78.0,78.0,-0.5813071957621607,0.0,0.0,0.0,United Kingdom,869.86,3
14233,31,6,1911.15,318.52500000000003,669,111.5,29,6,0.4218013856812933,433,86.6,99.0,-0.38592120265191504,0.0,0.0,0.0,United Kingdom,503.62,1
14235,45,6,2699.11,449.8516666666667,1764,294.0,88,5,0.464732824427481,393,98.25,60.5,-0.21807990915812836,0.0,0.0,0.0,United Kingdom,864.5500000000001,3
14236,191,4,1253.78,313.445,502,125.5,29,4,0.9086567164179105,134,44.333333333333336,39.0,0.3896089044751084,0.0,0.0,0.0,United Kingdom,287.64,1
14239,20,16,3041.46,190.09125,1320,82.5,77,13,0.912059925093633,534,35.6,37.0,0.11622518629845327,0.0,0.0,0.0,United Kingdom,1085.81,5
14240,45,2,565.05,282.525,315,157.5,25,2,0.3074747474747475,198,198.0,198.0,-0.3292430514488469,0.0,0.0,0.0,United Kingdom,633.59,1
14243,65,12,5659.45,471.62083333333334,2783,231.91666666666666,199,8,1.5812987012987014,231,21.0,16.0,-0.7823801967927292,0.0,0.0,0.0,United Kingdom,1056.98,5
14246,65,1,449.64,449.64,216,216.0,24,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,968.68,2
14257,4,6,3783.07,630.5116666666667,2202,367.0,135,6,0.39362068965517244,464,92.8,64.0,-0.4662379942672499,0.0,0.0,0.0,United Kingdom,1710.81,3
14258,19,22,13142.84,597.4018181818182,3412,155.0909090909091,63,16,1.2470763500931101,537,29.77777777777778,28.5,-0.4756622593365808,0.0,0.0,0.0,United Kingdom,2062.7000000000003,3
14262,60,1,240.0,240.0,196,196.0,16,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2292.31,7
14264,65,5,1210.49,242.098,497,99.4,49,5,0.41584699453551915,366,91.5,96.5,-0.48288611212071847,0.0,0.0,0.0,United Kingdom,205.77,1
14265,284,2,775.02,387.51,380,190.0,44,2,0.41135135135135137,148,148.0,148.0,1.2323476665137423,0.0,0.0,0.0,Other,398.23,2
14267,79,2,683.36,341.68,268,134.0,14,1,60.879999999999995,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,543.58,1
14272,73,3,540.96,180.32000000000002,367,122.33333333333333,34,2,0.2784146341463415,328,164.0,164.0,-0.7546101250086332,0.0,0.0,0.0,United Kingdom,269.45,1
14273,37,2,218.7,109.35,109,54.5,10,2,2.4352,25,25.0,25.0,-0.061170212765957376,0.0,0.0,0.0,United Kingdom,341.27,2
14276,0,6,1658.49,276.415,1171,195.16666666666666,62,5,0.3805,480,120.0,113.5,0.042129458225348554,0.0,0.0,0.0,United Kingdom,399.34,1
14277,31,5,1890.23,378.046,1009,201.8,160,4,0.2961089494163424,514,171.33333333333334,167.0,3.5722834738517784,0.0,0.0,0.0,France,2338.57,2
14282,22,14,2393.56,170.96857142857144,1743,124.5,75,9,1.104041450777202,386,29.692307692307693,22.0,0.5989272296901126,0.0,0.0,0.0,United Kingdom,1908.48,10
14284,473,1,636.45,636.45,344,344.0,33,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,557.0,2
14285,332,4,1221.41,305.3525,401,100.25,31,4,0.5585321100917432,218,72.66666666666667,73.0,0.8547621830080638,0.0,0.0,0.0,United Kingdom,1638.78,4
14286,62,5,5174.97,1034.9940000000001,5171,1034.2,207,4,0.3087221095334686,493,164.33333333333334,162.0,0.37599746558801106,0.0,0.0,0.0,United Kingdom,2293.55,2
14287,18,1,66.0,66.0,72,72.0,3,1,30.439999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,93.35,1
14289,18,3,543.22,181.07333333333335,210,70.0,28,3,1.0035164835164836,91,45.0,45.0,-0.1693738626406955,0.0,0.0,0.0,United Kingdom,317.04,3
14290,181,4,2834.82,708.705,854,213.5,57,4,0.3290810810810811,370,123.33333333333333,90.0,0.08502438199189466,0.0,0.0,0.0,United Kingdom,1512.0900000000001,4
