customerid,recency,total_orders,total_revenue,avg_order_value,total_quantity,avg_quantity_per_order,unique_products,active_months,purchase_frequency,customer_tenure_days,avg_days_between,median_days_between,spending_trend,cancellation_count,cancellation_rate,cancelled_revenue,country_encoded,future_6_month_revenue,future_6_month_orders,predicted_future_revenue,segment
14037,184,5,765.07,153.014,482,96.4,93,5,0.4124661246612466,369,92.0,81.0,-0.4523404943965691,0.0,0.0,0.0,United Kingdom,35.400000000000006,1,77.13097,Low Future Value
14038,26,3,2225.82,741.94,1244,414.6666666666667,87,3,0.1955460385438972,467,233.0,233.0,1.1592080051096445,0.0,0.0,0.0,United Kingdom,844.0600000000001,2,927.2473,Growing Customer
14039,395,1,38.76,38.76,28,28.0,3,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,82.6,1,110.69625,Low Future Value
14040,2,29,10032.08,345.9337931034483,3904,134.6206896551724,298,16,1.5876978417266188,556,21.346153846153847,17.5,-0.3951629472365988,0.0,0.0,0.0,United Kingdom,1512.5,6,1798.8843,High Future Value
14044,129,7,2344.86,334.98,1227,175.28571428571428,457,6,0.5682133333333333,375,75.0,70.0,0.8245880312228966,0.0,0.0,0.0,United Kingdom,448.28,3,613.9475,Low Activity
14047,19,12,3257.5,271.4583333333333,1226,102.16666666666669,87,9,0.7641841004184101,478,53.0,36.0,-0.0786585114100845,0.0,0.0,0.0,United Kingdom,672.69,2,658.9938,Medium Future Value
14049,20,11,9104.6,827.6909090909091,5521,501.9090909090909,445,8,0.8029736211031175,417,59.57142857142857,54.0,-0.2874276051336167,0.0,0.0,0.0,United Kingdom,2367.21,2,2345.791,High Future Value
14051,32,25,11001.79,440.0716000000001,2925,117.0,70,14,1.452290076335878,524,23.772727272727277,19.0,1.1078151659303286,0.0,0.0,0.0,United Kingdom,7942.110000000001,12,6947.957,Growing Customer
14052,210,1,198.85,198.85,82,82.0,62,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,225.36,1,227.80113,Low Future Value
14053,216,2,68.25,34.125,45,22.5,2,2,0.6764444444444445,90,89.0,89.0,0.0681818181818181,0.0,0.0,0.0,United Kingdom,41.75,1,48.41665,Low Future Value
14055,397,2,395.75,197.875,153,76.5,15,2,0.416986301369863,146,146.0,146.0,3.9962121212121215,0.0,0.0,0.0,United Kingdom,217.14,1,201.13574,Low Future Value
14056,3,11,3641.08,331.0072727272727,2041,185.54545454545453,237,5,3.3152475247524755,101,10.0,8.0,0.2066840404738797,0.0,0.0,0.0,United Kingdom,4397.38,12,4601.7144,Growing Customer
14057,18,13,3946.66,303.5892307692308,2912,224.0,188,10,0.7355390334572491,538,53.7,51.5,0.3283030889397551,0.0,0.0,0.0,United Kingdom,2633.03,8,2480.9792,Growing Customer
14060,3,21,3648.88,173.75619047619048,2827,134.61904761904762,61,13,1.401842105263158,456,23.94736842105263,21.0,0.504000768586761,0.0,0.0,0.0,United Kingdom,1961.6,8,2083.3054,Growing Customer
14062,58,16,8660.050000000001,541.2531250000001,2908,181.75,131,11,0.9919348268839104,491,35.0,31.0,0.3800306487503567,0.0,0.0,0.0,United Kingdom,920.94,4,1644.0204,Growing Customer
14064,31,13,1988.12,152.9323076923077,1553,119.46153846153848,99,10,0.8313445378151261,476,43.27272727272727,26.0,-0.5189194658033185,0.0,0.0,0.0,United Kingdom,464.1,2,384.47665,Medium Future Value
14071,79,2,356.81,178.405,295,147.5,22,1,12.176,5,4.0,4.0,0.0,0.0,0.0,0.0,United Kingdom,836.24,6,1042.9471,Medium Future Value
14075,80,3,961.78,320.5933333333333,836,278.6666666666667,44,3,0.4348571428571429,210,104.5,104.5,-0.5290735019728994,0.0,0.0,0.0,United Kingdom,507.62,2,578.0648,Medium Future Value
14077,1,4,426.06,106.515,256,64.0,41,4,0.5716431924882629,213,71.0,49.0,1.683728168770534,0.0,0.0,0.0,United Kingdom,103.1,2,128.96048,Low Future Value
14078,3,8,1277.16,159.64499999999998,508,63.5,94,8,0.5572540045766591,437,62.42857142857143,58.0,0.6901737756714059,0.0,0.0,0.0,United Kingdom,221.46,1,199.92569,Low Future Value
14080,232,4,576.48,144.12,200,50.0,57,3,0.3758024691358024,324,108.0,102.0,-0.011109194410902,0.0,0.0,0.0,United Kingdom,45.6,1,147.678,Low Future Value
14083,18,6,521.88,86.98,297,49.5,95,4,0.3492160611854684,523,130.5,147.5,4.581914491108589,0.0,0.0,0.0,United Kingdom,528.96,4,502.89374,Growing Customer
14085,17,24,7494.56,312.27333333333337,4315,179.79166666666666,415,13,1.3680898876404497,534,24.227272727272727,17.5,0.1866285430859676,0.0,0.0,0.0,United Kingdom,1498.55,8,2019.1781,Growing Customer
14087,224,2,591.35,295.675,465,232.5,124,2,0.1839274924471299,331,331.0,331.0,0.5116802582398909,0.0,0.0,0.0,United Kingdom,191.47,1,221.77637,Low Future Value
14088,9,6,19475.68,3245.9466666666667,3847,641.1666666666666,190,3,0.7906493506493507,231,77.0,84.0,-0.5842942471652345,0.0,0.0,0.0,United Kingdom,24017.37,10,18525.135,High Future Value
14092,15,16,4880.6900000000005,305.04312500000003,2387,149.1875,133,14,0.9241745730550284,527,35.13333333333333,33.0,0.5271788658299155,0.0,0.0,0.0,United Kingdom,2279.44,8,2596.2844,Growing Customer
14099,37,14,3845.74,274.6957142857143,2365,168.92857142857142,220,12,0.8323437499999999,512,39.30769230769231,41.0,0.3165992000385522,0.0,0.0,0.0,United Kingdom,1550.36,6,1626.3274,Growing Customer
14101,17,8,1124.61,140.57625,638,79.75,12,7,0.5743396226415095,424,60.57142857142857,53.0,-0.9284816414248932,0.0,0.0,0.0,United Kingdom,285.6,2,314.51123,Low Future Value
14104,208,3,483.52,161.17333333333332,375,125.0,98,3,0.5340350877192983,171,85.5,85.5,-0.6850149578460702,0.0,0.0,0.0,United Kingdom,77.36,1,115.816895,Low Future Value
14107,39,8,3403.96,425.495,2287,285.875,80,8,0.4774901960784314,510,72.85714285714286,67.0,0.271305415432247,0.0,0.0,0.0,United Kingdom,1165.21,3,1248.9924,Growing Customer
14108,550,2,406.25,203.125,231,115.5,17,1,8.697142857142858,7,7.0,7.0,0.0,0.0,0.0,0.0,United Kingdom,581.26,2,586.17413,Low Activity
14110,39,23,6798.96,295.6069565217391,3034,131.91304347826087,146,11,1.3489788053949905,519,24.666666666666668,16.0,-0.6894505837655917,0.0,0.0,0.0,United Kingdom,1784.19,8,1804.513,High Future Value
14111,61,1,15.0,15.0,4,4.0,1,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,201.3,2,230.66591,Low Future Value
14112,23,9,3952.74,439.1933333333334,2402,266.8888888888889,157,6,0.607450110864745,451,75.16666666666667,77.5,-0.6401934747010499,0.0,0.0,0.0,United Kingdom,1762.65,4,1644.1326,High Future Value
14113,174,10,2827.75,282.775,1406,140.6,51,8,0.8052910052910053,378,41.888888888888886,35.0,-0.5372471122560354,0.0,0.0,0.0,United Kingdom,593.52,3,746.4289,Low Activity
14126,263,1,466.33,466.33,379,379.0,28,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,183.4,1,253.25209,Low Future Value
14127,76,5,1585.7,317.14,702,140.4,86,4,0.8952941176470588,170,42.25,41.0,-0.6010216415079358,0.0,0.0,0.0,United Kingdom,257.48,1,267.14987,Low Future Value
14128,75,2,592.25,296.125,519,259.5,34,2,0.2056756756756756,296,296.0,296.0,0.0656761187262391,0.0,0.0,0.0,United Kingdom,319.46,1,273.597,Low Future Value
14129,80,5,1786.06,357.212,890,178.0,35,5,0.477115987460815,319,79.75,72.0,-0.1331033761889827,0.0,0.0,0.0,United Kingdom,764.96,4,947.9198,Medium Future Value
14132,3,1,306.86,306.86,388,388.0,24,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2937.37,10,2523.7266,High Future Value
14133,135,2,501.65,250.825,199,99.5,21,2,0.145645933014354,418,418.0,418.0,0.2843806921675775,0.0,0.0,0.0,United Kingdom,287.64,2,386.9785,Low Activity
14135,5,17,2257.41,132.78882352941176,1680,98.82352941176472,86,10,0.937463768115942,552,36.73333333333333,16.0,2.823962546157904,0.0,0.0,0.0,United Kingdom,1472.09,6,1296.4872,Growing Customer
14139,309,3,670.98,223.66,539,179.66666666666666,29,3,1.7230188679245284,53,26.0,26.0,-0.4769981412639406,0.0,0.0,0.0,United Kingdom,316.8,1,281.63705,Low Future Value
14146,74,9,6116.26,679.5844444444444,3391,376.77777777777777,232,7,0.6212244897959184,441,73.5,51.5,2.437184872425476,0.0,0.0,0.0,United Kingdom,2274.52,3,2179.7803,Growing Customer
14147,105,7,875.6,125.08571428571427,331,47.285714285714285,18,5,0.6002253521126761,355,88.75,82.5,2.4627930682976564,0.0,0.0,0.0,United Kingdom,300.6,1,246.48705,Low Future Value
14150,179,1,306.18,306.18,262,262.0,12,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,352.46000000000004,1,270.2444,Low Future Value
14152,53,6,1587.24,264.54,1346,224.33333333333331,88,5,0.4287323943661972,426,106.25,105.0,0.2653234799372509,0.0,0.0,0.0,United Kingdom,288.06,1,303.36145,Low Future Value
14156,5,92,60224.1,654.6097826086956,24590,267.2826086956522,1095,19,5.064159132007234,553,7.1688311688311686,5.0,-0.1974897258310552,0.0,0.0,0.0,Other,15734.29,29,24791.55,High Future Value
14157,104,4,822.98,205.745,436,109.0,68,4,0.3372853185595568,361,120.33333333333331,104.0,3.384232908079818,0.0,0.0,0.0,United Kingdom,135.55,1,178.78505,Low Future Value
14159,6,12,3947.28,328.94,2886,240.5,479,10,0.6641454545454546,550,54.9,52.0,-0.0884194621609447,0.0,0.0,0.0,United Kingdom,3500.78,8,1882.5266,High Future Value
14162,112,1,111.38,111.38,60,60.0,11,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,111.68,1,115.94871,Low Future Value
14163,18,3,778.5,259.5,242,80.66666666666667,25,3,0.3472243346007604,263,131.5,131.5,3.2350211821666326,0.0,0.0,0.0,United Kingdom,815.62,2,646.7807,Growing Customer
14167,82,6,970.7,161.78333333333333,265,44.16666666666666,41,6,0.4369377990430622,418,83.6,74.0,-0.1089031755308785,0.0,0.0,0.0,United Kingdom,303.59,2,295.5527,Low Future Value
14171,549,1,135.0,135.0,44,44.0,6,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,338.29,1,300.5291,Low Future Value
14173,38,3,232.25,77.41666666666667,83,27.666666666666668,12,3,0.178359375,512,255.5,255.5,-0.2816661734240899,0.0,0.0,0.0,United Kingdom,311.8,3,326.36905,Low Future Value
14175,149,6,4284.43,714.0716666666667,1557,259.5,128,6,0.6108361204013378,299,59.6,56.0,-0.1009489869641725,0.0,0.0,0.0,United Kingdom,2542.97,2,2019.0663,Low Activity
14177,200,8,1306.48,163.31,678,84.75,108,4,0.8985977859778599,271,67.5,47.5,0.4990053557765879,0.0,0.0,0.0,United Kingdom,511.46,4,670.1068,Low Activity
14178,1,1,197.37,197.37,161,161.0,28,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,1356.81,6,1193.7046,Medium Future Value
14180,4,24,2874.0,119.75,536,22.33333333333333,82,12,2.012561983471074,363,16.5,15.0,2.0633497740187168,0.0,0.0,0.0,United Kingdom,818.8,9,917.416,Growing Customer
14188,34,2,760.9,380.45,413,206.5,17,2,0.6341666666666667,96,96.0,96.0,-0.0881909547738694,0.0,0.0,0.0,United Kingdom,1293.46,4,1214.993,Medium Future Value
14189,20,9,2619.15,291.01666666666665,1791,199.0,112,7,1.4495238095238097,189,26.857142857142858,30.0,-0.3360967710683293,0.0,0.0,0.0,United Kingdom,2369.07,7,2053.29,High Future Value
14191,4,5,919.6,183.92,469,93.8,30,4,0.2797794117647059,544,136.0,97.5,55.83647798742139,0.0,0.0,0.0,United Kingdom,3710.86,10,2056.2964,Growing Customer
14193,89,2,779.34,389.67,458,229.0,39,2,0.4793700787401574,127,127.0,127.0,0.1842488789237666,0.0,0.0,0.0,United Kingdom,430.85,1,296.28427,Low Future Value
14194,16,21,10104.82,481.1819047619048,5440,259.04761904761904,331,12,1.2633201581027669,506,38.92307692307692,38.0,0.047494657906077,0.0,0.0,0.0,United Kingdom,7178.04,14,5844.7407,High Future Value
14198,58,6,891.63,148.605,381,63.5,36,6,0.3927741935483871,465,92.8,77.0,-0.2466521149194737,0.0,0.0,0.0,United Kingdom,444.6,3,505.91074,Medium Future Value
14201,5,7,838.96,119.85142857142856,422,60.285714285714285,31,7,0.5287344913151365,403,67.0,39.5,-0.1193454382425466,0.0,0.0,0.0,United Kingdom,287.86,3,279.2718,Low Future Value
14204,241,3,746.72,248.90666666666667,387,129.0,155,3,0.2889873417721519,316,157.5,157.5,0.7731273443012588,0.0,0.0,0.0,United Kingdom,138.11,1,194.88145,Low Future Value
14205,83,8,2002.13,250.26625,1159,144.875,67,7,0.6425329815303431,379,63.0,57.5,-0.0941535413124978,0.0,0.0,0.0,United Kingdom,243.8,1,318.95227,Low Future Value
14208,370,1,347.15,347.15,223,223.0,21,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,151.74,1,221.72762,Low Future Value
14209,33,12,3639.48,303.29,1314,109.5,112,11,0.772262156448203,473,43.0,46.0,0.1949174917491749,0.0,0.0,0.0,United Kingdom,876.6,3,985.6597,Growing Customer
14210,16,15,5124.77,341.6513333333333,2289,152.6,137,13,0.9023715415019764,506,38.84615384615385,34.0,-0.5003809559791198,0.0,0.0,0.0,United Kingdom,255.19,1,323.64615,Low Future Value
14211,27,14,2932.18,209.44142857142856,1728,123.42857142857144,114,9,0.8148374760994264,523,47.54545454545455,42.0,-0.1442016189770949,0.0,0.0,0.0,United Kingdom,1183.71,4,1084.6042,Medium Future Value
14214,97,1,579.25,579.25,309,309.0,35,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,365.73,4,1671.8916,Low Activity
14215,6,7,2291.83,327.4042857142857,1397,199.57142857142856,123,6,0.3902564102564103,546,90.83333333333331,73.0,-0.1200022968516727,0.0,0.0,0.0,United Kingdom,654.49,2,593.4523,Medium Future Value
14216,233,1,285.24,285.24,116,116.0,17,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,1647.3,4,1142.9675,Low Activity
14217,4,14,1907.21,136.2292857142857,783,55.92857142857143,87,11,1.2424489795918368,343,26.384615384615383,22.0,-0.2281849870377023,0.0,0.0,0.0,United Kingdom,913.73,9,1048.8021,Medium Future Value
14219,229,2,488.49,244.245,281,140.5,29,2,0.7247619047619048,84,84.0,84.0,-0.7242027736425605,0.0,0.0,0.0,United Kingdom,89.94,1,229.18642,Low Future Value
14221,9,12,4466.82,372.235,2444,203.66666666666663,109,9,0.8635460992907801,423,46.888888888888886,29.0,-0.4763668737144788,0.0,0.0,0.0,United Kingdom,1495.46,5,1626.7628,High Future Value
14223,83,1,279.4,279.4,128,128.0,17,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,626.11,2,473.1998,Medium Future Value
14224,34,7,988.43,141.2042857142857,509,72.71428571428571,155,6,0.6456969696969697,330,54.833333333333336,49.0,-0.3093067410156851,0.0,0.0,0.0,United Kingdom,370.91,2,267.1408,Low Future Value
14226,29,3,1515.74,505.2466666666666,841,280.3333333333333,57,3,0.3953246753246753,231,115.5,115.5,0.391360595733939,0.0,0.0,0.0,United Kingdom,488.89,2,636.77,Growing Customer
14227,15,12,5205.45,433.7875,3163,263.5833333333333,227,7,0.7706329113924051,474,67.57142857142857,39.0,0.1541189566771914,0.0,0.0,0.0,United Kingdom,951.44,3,1477.0974,Growing Customer
14229,111,6,1300.47,216.745,509,84.83333333333333,35,5,1.0146666666666666,180,45.0,38.5,0.4836617610376652,0.0,0.0,0.0,United Kingdom,593.0699999999999,1,291.62814,Low Future Value
14232,6,2,894.5,447.25,640,320.0,49,2,0.7805128205128206,78,78.0,78.0,-0.5813071957621607,0.0,0.0,0.0,United Kingdom,869.86,3,924.6625,Medium Future Value
14233,31,6,1911.15,318.52500000000003,669,111.5,29,6,0.4218013856812933,433,86.6,99.0,-0.385921202651915,0.0,0.0,0.0,United Kingdom,503.62,1,282.33347,Low Future Value
14235,45,6,2699.11,449.8516666666667,1764,294.0,88,5,0.464732824427481,393,98.25,60.5,-0.2180799091581283,0.0,0.0,0.0,United Kingdom,864.5500000000001,3,1253.091,Medium Future Value
14236,191,4,1253.78,313.445,502,125.5,29,4,0.9086567164179103,134,44.333333333333336,39.0,0.3896089044751084,0.0,0.0,0.0,United Kingdom,287.64,1,251.68835,Low Future Value
14239,20,16,3041.46,190.09125,1320,82.5,77,13,0.912059925093633,534,35.6,37.0,0.1162251862984532,0.0,0.0,0.0,United Kingdom,1085.81,5,1049.7758,Growing Customer
14240,45,2,565.05,282.525,315,157.5,25,2,0.3074747474747475,198,198.0,198.0,-0.3292430514488469,0.0,0.0,0.0,United Kingdom,633.59,1,279.85028,Low Future Value
14243,65,12,5659.45,471.6208333333333,2783,231.91666666666663,199,8,1.5812987012987014,231,21.0,16.0,-0.7823801967927292,0.0,0.0,0.0,United Kingdom,1056.98,5,1222.975,Medium Future Value
14246,65,1,449.64,449.64,216,216.0,24,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,968.68,2,558.3005,Medium Future Value
14257,4,6,3783.07,630.5116666666667,2202,367.0,135,6,0.3936206896551724,464,92.8,64.0,-0.4662379942672499,0.0,0.0,0.0,United Kingdom,1710.81,3,1662.6996,High Future Value
14258,19,22,13142.84,597.4018181818182,3412,155.0909090909091,63,16,1.24707635009311,537,29.77777777777778,28.5,-0.4756622593365808,0.0,0.0,0.0,United Kingdom,2062.7000000000003,3,2109.8938,High Future Value
14262,60,1,240.0,240.0,196,196.0,16,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2292.31,7,1274.4634,High Future Value
14264,65,5,1210.49,242.098,497,99.4,49,5,0.4158469945355191,366,91.5,96.5,-0.4828861121207184,0.0,0.0,0.0,United Kingdom,205.77,1,198.08914,Low Future Value
14265,284,2,775.02,387.51,380,190.0,44,2,0.4113513513513513,148,148.0,148.0,1.2323476665137425,0.0,0.0,0.0,Other,398.23,2,682.79065,Low Activity
14267,79,2,683.36,341.68,268,134.0,14,1,60.88,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,543.58,1,477.4847,Medium Future Value
14272,73,3,540.96,180.32,367,122.33333333333331,34,2,0.2784146341463415,328,164.0,164.0,-0.7546101250086332,0.0,0.0,0.0,United Kingdom,269.45,1,207.64442,Low Future Value
14273,37,2,218.7,109.35,109,54.5,10,2,2.4352,25,25.0,25.0,-0.0611702127659573,0.0,0.0,0.0,United Kingdom,341.27,2,317.89993,Low Future Value
14276,0,6,1658.49,276.415,1171,195.16666666666663,62,5,0.3805,480,120.0,113.5,0.0421294582253485,0.0,0.0,0.0,United Kingdom,399.34,1,296.0254,Low Future Value
14277,31,5,1890.23,378.046,1009,201.8,160,4,0.2961089494163424,514,171.33333333333334,167.0,3.5722834738517784,0.0,0.0,0.0,France,2338.57,2,1531.0143,Growing Customer
14282,22,14,2393.56,170.96857142857144,1743,124.5,75,9,1.104041450777202,386,29.692307692307693,22.0,0.5989272296901126,0.0,0.0,0.0,United Kingdom,1908.48,10,2189.039,Growing Customer
14284,473,1,636.45,636.45,344,344.0,33,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,557.0,2,1149.836,Low Activity
14285,332,4,1221.41,305.3525,401,100.25,31,4,0.5585321100917432,218,72.66666666666667,73.0,0.8547621830080638,0.0,0.0,0.0,United Kingdom,1638.78,4,1398.6013,Low Activity
14286,62,5,5174.97,1034.994,5171,1034.2,207,4,0.3087221095334686,493,164.33333333333334,162.0,0.375997465588011,0.0,0.0,0.0,United Kingdom,2293.55,2,2200.965,Growing Customer
14287,18,1,66.0,66.0,72,72.0,3,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,93.35,1,75.460106,Low Future Value
14289,18,3,543.22,181.07333333333332,210,70.0,28,3,1.0035164835164836,91,45.0,45.0,-0.1693738626406955,0.0,0.0,0.0,United Kingdom,317.04,3,486.08582,Medium Future Value
14290,181,4,2834.82,708.705,854,213.5,57,4,0.3290810810810811,370,123.33333333333331,90.0,0.0850243819918946,0.0,0.0,0.0,United Kingdom,1512.09,4,1476.3506,Low Activity
14291,30,15,5076.37,338.42466666666667,3673,244.86666666666667,182,9,0.8780769230769231,520,65.0,59.0,0.175786071869428,0.0,0.0,0.0,United Kingdom,2257.04,8,2746.81,Growing Customer
14292,23,9,3820.59,424.51,1843,204.77777777777777,91,7,0.6415925058548009,427,71.0,73.0,-0.5111341065165097,0.0,0.0,0.0,United Kingdom,1374.82,7,1733.5773,High Future Value
14293,124,7,2072.27,296.0385714285714,855,122.14285714285714,59,5,0.5013647058823529,425,84.8,30.0,0.1426562580778574,0.0,0.0,0.0,United Kingdom,538.5400000000001,2,636.12836,Low Activity
14295,258,3,2034.91,678.3033333333334,746,248.66666666666663,58,3,0.3127397260273972,292,146.0,146.0,1.4557357561348387,0.0,0.0,0.0,United Kingdom,166.20000000000002,1,607.90985,Low Activity
14297,94,1,232.6,232.6,78,78.0,11,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,949.85,3,735.1285,Low Activity
14298,10,61,45318.01,742.9181967213115,30010,491.9672131147541,909,17,3.451375464684016,538,16.303030303030305,18.0,0.4211850719215014,0.0,0.0,0.0,United Kingdom,15000.35,13,14153.46,Growing Customer
14299,137,22,7727.69,351.2586363636364,2789,126.77272727272728,90,12,1.5944761904761906,420,22.05263157894737,21.0,0.8719358099570378,0.0,0.0,0.0,United Kingdom,2042.25,5,1854.2495,Low Activity
14301,235,3,888.59,296.19666666666666,365,121.66666666666669,24,3,0.3638247011952191,251,125.0,125.0,-0.604403888740557,0.0,0.0,0.0,United Kingdom,362.7,1,296.08984,Low Future Value
14306,496,1,119.16,119.16,108,108.0,6,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,1273.88,2,993.2143,Low Activity
14307,39,7,2900.6,414.37142857142857,1883,269.0,147,7,0.4153606237816765,513,85.5,82.0,0.4058990394983494,0.0,0.0,0.0,United Kingdom,1159.55,3,1178.3533,Growing Customer
14309,2,7,2066.29,295.1842857142857,1451,207.28571428571428,103,6,0.5790217391304348,368,61.16666666666666,53.0,-0.4087354167339948,0.0,0.0,0.0,United Kingdom,974.78,4,1138.5082,Medium Future Value
14312,6,9,1978.43,219.82555555555555,1115,123.88888888888889,105,7,0.8615094339622642,318,39.75,32.0,-0.3363913087349904,0.0,0.0,0.0,United Kingdom,667.22,2,499.21634,Medium Future Value
14314,250,1,109.8,109.8,36,36.0,2,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,93.48,1,114.83732,Low Future Value
14315,10,4,1572.89,393.2225,707,176.75,52,4,0.2742342342342342,444,147.66666666666666,75.0,0.1946587785513959,0.0,0.0,0.0,United Kingdom,1452.63,4,1382.6696,Growing Customer
14321,153,3,889.1,296.3666666666667,1049,349.6666666666667,75,3,0.6522857142857142,140,70.0,70.0,-0.5584343991179714,0.0,0.0,0.0,United Kingdom,1145.86,4,1175.0411,Low Activity
14323,58,1,274.32,274.32,220,220.0,18,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,279.74,1,233.17809,Low Future Value
14327,201,5,1546.32,309.264,1013,202.6,86,5,0.477115987460815,319,79.5,49.0,-0.2976793341846843,0.0,0.0,0.0,United Kingdom,311.65,1,296.40833,Low Future Value
14329,93,10,6272.2,627.22,3692,369.2,252,10,0.6764444444444445,450,50.0,49.0,0.700170907791587,0.0,0.0,0.0,United Kingdom,2523.63,5,2504.3716,Low Activity
14332,200,2,1077.2,538.6,412,206.0,31,2,1.691111111111111,36,35.0,35.0,-0.081567230632235,0.0,0.0,0.0,United Kingdom,799.89,3,849.0195,Low Activity
14334,23,9,3352.91,372.5455555555556,2301,255.66666666666663,133,9,0.7485245901639345,366,45.625,43.0,-0.0130079469963197,0.0,0.0,0.0,United Kingdom,873.98,3,1424.1469,High Future Value
14336,17,3,962.71,320.90333333333336,605,201.66666666666663,46,2,1.1707692307692308,78,39.0,39.0,0.0416295542265766,0.0,0.0,0.0,United Kingdom,386.28,1,291.0087,Low Future Value
14338,15,2,759.35,379.675,471,235.5,39,2,0.1785337243401759,341,340.0,340.0,0.8144922164566345,0.0,0.0,0.0,United Kingdom,8.25,1,334.7709,Low Future Value
14341,34,14,2912.53,208.03785714285715,1688,120.57142857142856,122,8,0.8132824427480916,524,65.375,76.5,-0.1184112771414358,0.0,0.0,0.0,United Kingdom,1286.92,4,1103.2385,Medium Future Value
14342,29,3,368.53,122.84333333333336,213,71.0,16,3,0.3472243346007604,263,131.0,131.0,-0.2610767706318123,0.0,0.0,0.0,United Kingdom,250.8,3,295.39465,Low Future Value
14344,26,17,2445.65,143.86176470588236,1129,66.41176470588235,117,10,1.232095238095238,420,26.25,19.0,-0.2620984530634468,0.0,0.0,0.0,United Kingdom,170.1,2,344.48434,Low Future Value
14346,116,4,1340.28,335.07,846,211.5,77,3,0.605771144278607,201,100.0,100.0,-0.771050532280692,0.0,0.0,0.0,United Kingdom,661.39,1,434.54108,Low Activity
14352,54,2,730.82,365.41,402,201.0,31,2,1.5610256410256411,39,39.0,39.0,1.159619541720709,0.0,0.0,0.0,United Kingdom,233.64,2,628.16626,Growing Customer
14364,7,4,668.35,167.0875,175,43.75,14,2,5.073333333333333,24,12.0,12.0,-0.1848180336773493,0.0,0.0,0.0,United Kingdom,878.55,4,818.01526,Medium Future Value
14367,3,8,4015.97,501.99625,1777,222.125,182,4,2.6469565217391304,92,23.0,24.5,0.2082513114339446,0.0,0.0,0.0,United Kingdom,4690.55,8,4418.3306,Growing Customer
14379,114,3,847.79,282.59666666666664,537,179.0,71,3,0.4936216216216216,185,92.5,92.5,-0.6499164064225104,0.0,0.0,0.0,United Kingdom,237.12,1,237.04184,Low Future Value
14381,270,1,423.26,423.26,303,303.0,56,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,202.68,1,238.82178,Low Future Value
14382,209,1,578.14,578.14,436,436.0,137,1,30.44,1,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,448.58,1,398.41928,Low Activity
14388,22,11,4109.63,373.6027272727273,2838,258.0,127,11,0.688971193415638,486,48.5,48.5,-0.1240990528357867,0.0,0.0,0.0,United Kingdom,1949.23,5,1780.5823,High Future Value
14389,10,4,1009.19,252.2975,647,161.75,38,4,0.3044,400,133.33333333333334,104.0,-0.5797058616564633,0.0,0.0,0.0,United Kingdom,588.32,1,153.89095,Low Future Value
14390,30,7,2435.69,347.9557142857143,1120,160.0,147,5,0.9910697674418604,215,42.8,28.0,-0.5373076068483855,0.0,0.0,0.0,United Kingdom,3514.7200000000003,6,2273.193,High Future Value
14395,41,16,5726.86,357.92875,2855,178.4375,249,11,1.2884656084656083,378,27.0,21.0,-0.5026446864418967,0.0,0.0,0.0,United Kingdom,1841.22,4,1558.0767,High Future Value
14396,190,6,1527.99,254.665,768,128.0,163,5,0.4976566757493189,367,91.5,88.5,-0.6292242686307403,0.0,0.0,0.0,United Kingdom,365.14,1,291.81406,Low Future Value
14397,17,2,223.52,111.76,176,88.0,10,1,3.805,16,15.0,15.0,0.0,0.0,0.0,0.0,United Kingdom,1792.68,17,1223.5331,Medium Future Value
14400,227,2,695.53,347.765,628,314.0,41,2,0.2717857142857143,224,223.0,223.0,-0.1936631606284898,0.0,0.0,0.0,United Kingdom,363.98,1,363.21667,Low Future Value
